"","","","","",""
"20181024_195149","1.438","1.6","9.895","19.1756","72.94262"
"20181024_195150","1.227","1.011","9.765","19.1756","72.94262"
"20181024_195150","1.337","0.894","10.031","19.17562","72.9426"
"20181024_195151","1.196","0.786","9.729","19.17562","72.9426"
"20181024_195151","1.57","0.721","9.564","19.17565","72.94257"
"20181024_195152","1.651","0.666","9.732","19.17565","72.94257"
"20181024_195152","1.352","0.652","9.837","19.17568","72.94256"
"20181024_195153","1.421","0.714","10","19.17568","72.94256"
"20181024_195153","1.34","0.879","9.653","19.17572","72.94256"
"20181024_195154","1.646","0.839","10.234","19.17572","72.94256"
"20181024_195154","0.583","0.805","9.514","19.17576","72.94256"
"20181024_195155","1.16","0.922","10.014","19.17576","72.94256"
"20181024_195155","1.519","1.435","9.502","19.1758","72.94257"
"20181024_195156","1.28","1.291","9.679","19.1758","72.94257"
"20181024_195156","0.712","1.056","9.684","19.17583","72.94259"
"20181024_195157","0.717","1.332","9.895","19.17583","72.94259"
"20181024_195157","0.344","1.004","10.036","19.17588","72.94262"
"20181024_195158","0.59","1.765","9.485","19.17592","72.94265"
"20181024_195158","0.621","0.637","9.562","19.17592","72.94265"
"20181024_195159","0.485","0.851","9.246","19.17597","72.94269"
"20181024_195159","0.483","0.673","10.189","19.17597","72.94269"
"20181024_195200","0.123","0.772","9.99","19.17601","72.94272"
"20181024_195200","0.147","0.487","9.938","19.17601","72.94272"
"20181024_195201","0.2","0.973","9.672","19.17604","72.94275"
"20181024_195201","0.313","1.353","9.854","19.17604","72.94275"
"20181024_195202","0.188","1.186","10.081","19.17608","72.94279"
"20181024_195202","0.205","1.586","9.602","19.17608","72.94279"
"20181024_195203","0.104","1.229","10.026","19.17613","72.94283"
"20181024_195203","0.605","1.823","9.514","19.17613","72.94283"
"20181024_195204","0.641","1.629","9.222","19.17619","72.94287"
"20181024_195204","0.499","0.858","9.734","19.17619","72.94287"
"20181024_195205","0.547","0.848","10.388","19.17625","72.94291"
"20181024_195205","0.214","1.21","9.471","19.17625","72.94291"
"20181024_195206","0.459","1.37","9.988","19.1763","72.94296"
"20181024_195206","0.159","1.234","10.093","19.1763","72.94296"
"20181024_195207","0.516","0.831","9.387","19.17636","72.94301"
"20181024_195207","0.229","0.53","10.658","19.17636","72.94301"
"20181024_195208","0.248","0.02","9.804","19.17642","72.94306"
"20181024_195208","0.554","0.288","9.768","19.17642","72.94306"
"20181024_195209","0.734","0.568","9.88","19.17649","72.94309"
"20181024_195209","-0.528","-0.136","10.127","19.17649","72.94309"
"20181024_195210","-0.003","0.135","9.6","19.17656","72.94314"
"20181024_195210","0.305","0.987","10.409","19.17656","72.94314"
"20181024_195211","0.183","0.91","9.782","19.17661","72.94318"
"20181024_195211","0.258","1.26","9.567","19.17661","72.94318"
"20181024_195212","0.092","1.425","9.796","19.17667","72.94321"
"20181024_195212","0.315","1.337","9.327","19.17667","72.94321"
"20181024_195213","0.382","0.657","9.318","19.17673","72.94324"
"20181024_195213","0.516","0.499","9.945","19.17673","72.94324"
"20181024_195214","0.519","0.592","10.45","19.17679","72.94329"
"20181024_195215","0.478","0.264","9.186","19.17679","72.94329"
"20181024_195215","0.186","0.76","9.547","19.17686","72.94333"
"20181024_195216","0.531","0.798","9.437","19.17686","72.94333"
"20181024_195216","1.376","-0.952","10.347","19.17691","72.94336"
"20181024_195217","0.698","0.59","9.799","19.17691","72.94336"
"20181024_195217","0.6","0.676","9.873","19.17696","72.94339"
"20181024_195218","-0.305","0.752","9.835","19.17696","72.94339"
"20181024_195218","0.782","1.418","7.67","19.17701","72.94343"
"20181024_195219","-0.193","0.688","9.653","19.17701","72.94343"
"20181024_195219","0.128","0.637","9.344","19.17705","72.94346"
"20181024_195220","0.2","0.537","9.658","19.17705","72.94346"
"20181024_195220","0.042","-0.119","9.851","19.17709","72.94348"
"20181024_195221","-0.032","0.163","9.933","19.17709","72.94348"
"20181024_195221","0.454","0.056","9.839","19.17714","72.9435"
"20181024_195222","0.341","-0.145","10.048","19.17714","72.9435"
"20181024_195222","0.648","0.542","9.444","19.17717","72.94353"
"20181024_195223","0.576","0.393","9.897","19.17717","72.94353"
"20181024_195223","1.055","0.585","9.555","19.1772","72.94354"
"20181024_195224","0.708","0.223","9.765","19.1772","72.94354"
"20181024_195224","0.636","-0.636","9.981","19.17724","72.94356"
"20181024_195225","0.471","0.041","10.136","19.17724","72.94356"
"20181024_195225","0.741","0.463","9.959","19.17726","72.94358"
"20181024_195226","0.229","0.432","9.945","19.17726","72.94358"
"20181024_195226","-0.006","0.779","9.753","19.17727","72.9436"
"20181024_195227","0.485","-0.169","9.382","19.17727","72.9436"
"20181024_195227","-0.916","1.234","7.757","19.17729","72.94362"
"20181024_195228","-0.331","0.135","9.155","19.17731","72.94363"
"20181024_195228","0.112","0.657","9.55","19.17731","72.94363"
"20181024_195229","-0.097","1.102","9.114","19.17732","72.94364"
"20181024_195229","1.127","1.435","8.851","19.17732","72.94364"
"20181024_195230","-0.255","1.241","8.97","19.17734","72.94365"
"20181024_195230","1.031","1.732","9.516","19.17734","72.94365"
"20181024_195231","0.475","1.581","9.89","19.17734","72.94365"
"20181024_195231","2.199","1.179","10.543","19.17734","72.94365"
"20181024_195232","0.643","1.511","9.76","19.17736","72.94367"
"20181024_195232","0.784","1.339","9.586","19.17736","72.94367"
"20181024_195233","0.612","0.872","9.844","19.17738","72.94369"
"20181024_195233","0.274","1.344","9.59","19.17738","72.94369"
"20181024_195234","0.377","1.193","10.134","19.1774","72.94372"
"20181024_195234","0.305","1.633","9.291","19.1774","72.94372"
"20181024_195235","0.777","1.447","9.212","19.17743","72.94374"
"20181024_195235","0.681","1.447","9.435","19.17743","72.94374"
"20181024_195236","0.372","1.248","9.361","19.17746","72.94377"
"20181024_195236","0.08","0.958","9.179","19.17746","72.94377"
"20181024_195237","0.61","0.728","10.084","19.17749","72.9438"
"20181024_195237","0.66","0.752","10.292","19.17749","72.9438"
"20181024_195238","0.298","0.276","9.952","19.17754","72.94383"
"20181024_195238","0.222","0.535","9.025","19.17754","72.94383"
"20181024_195239","0.485","0.611","9.76","19.17758","72.94386"
"20181024_195239","-0.169","-0.809","9.935","19.17758","72.94386"
"20181024_195240","-0.612","-0.794","8.999","19.17762","72.94389"
"20181024_195240","0.138","-1.716","10.22","19.17762","72.94389"
"20181024_195241","0.727","1.485","9.739","19.17765","72.94391"
"20181024_195242","0.612","-0.981","10.855","19.17765","72.94391"
"20181024_195242","1.029","-0.282","9.715","19.17768","72.94393"
"20181024_195243","0.835","1.143","10.778","19.17768","72.94393"
"20181024_195243","0.143","1.004","9.976","19.17769","72.94394"
"20181024_195244","0.219","1.322","9.55","19.17769","72.94394"
"20181024_195244","-0.248","1.631","9.409","19.17769","72.94396"
"20181024_195245","-1.155","1.31","9.598","19.17769","72.94396"
"20181024_195245","-1.28","0.623","9.969","19.1777","72.94396"
"20181024_195246","-0.193","1.377","8.918","19.1777","72.94396"
"20181024_195246","-1.789","1.475","9.902","19.17773","72.94397"
"20181024_195247","-0.753","0.97","10.146","19.17773","72.94397"
"20181024_195247","-1.421","1.14","9.315","19.17775","72.94397"
"20181024_195248","-1.071","1.097","9.887","19.17775","72.94397"
"20181024_195248","-0.741","1.542","9.681","19.17777","72.94395"
"20181024_195249","-0.257","1.504","9.468","19.17777","72.94395"
"20181024_195249","-0.41","1.162","9.648","19.17779","72.94393"
"20181024_195250","0.308","1.808","9.942","19.17779","72.94393"
"20181024_195250","0.023","1.734","9.128","19.1778","72.9439"
"20181024_195251","-0.001","1.672","9.471","19.1778","72.9439"
"20181024_195251","-0.197","1.71","9.847","19.17781","72.94387"
"20181024_195252","0.128","1.679","10","19.17781","72.94387"
"20181024_195252","0.308","1.605","9.291","19.17782","72.94383"
"20181024_195253","0.222","1.815","9.373","19.17782","72.94383"
"20181024_195253","-0.209","2.316","9.99","19.17783","72.94377"
"20181024_195254","-0.77","2.299","10.06","19.17783","72.94377"
"20181024_195254","-0.619","0.341","10.352","19.17784","72.9437"
"20181024_195255","-0.295","0.329","8.573","19.17784","72.9437"
"20181024_195255","-1.019","0.618","10.026","19.17785","72.94362"
"20181024_195256","-0.76","1.447","9.871","19.17785","72.94362"
"20181024_195256","-1.399","1.411","8.915","19.17785","72.94356"
"20181024_195257","-1.962","1.406","10.11","19.17785","72.94349"
"20181024_195257","-1.538","1.478","10.172","19.17785","72.94349"
"20181024_195258","-1.126","1.332","9.82","19.17783","72.94343"
"20181024_195258","0.291","1.818","10.381","19.17783","72.94343"
"20181024_195259","-0.511","1.456","9.823","19.1778","72.94335"
"20181024_195259","-0.408","1.736","9.128","19.1778","72.94335"
"20181024_195300","0.131","1.827","9.851","19.1778","72.94335"
"20181024_195300","-0.219","1.363","10.203","19.17776","72.94328"
"20181024_195301","-0.458","1.121","8.611","19.17771","72.94321"
"20181024_195301","-0.777","1.624","9.44","19.17771","72.94321"
"20181024_195302","0.205","1.59","9.911","19.17765","72.94314"
"20181024_195302","0.564","0.788","11.355","19.17765","72.94314"
"20181024_195303","0.689","1.437","8.776","19.17759","72.94306"
"20181024_195303","0.856","1.657","10.299","19.17759","72.94306"
"20181024_195304","0.973","1.643","10.275","19.17754","72.94298"
"20181024_195304","1.273","1.514","9.569","19.17754","72.94298"
"20181024_195305","1.057","1.665","9.406","19.17749","72.94289"
"20181024_195305","1.438","1.444","11.163","19.17749","72.94289"
"20181024_195306","0.887","1.214","10.716","19.17744","72.94279"
"20181024_195306","0.763","0.015","10.553","19.17744","72.94279"
"20181024_195307","0.289","0.362","9.006","19.1774","72.94269"
"20181024_195307","0.384","0.302","9.794","19.1774","72.94269"
"20181024_195308","0.375","0.705","10.541","19.17737","72.94259"
"20181024_195308","1.16","1.554","8.903","19.17737","72.94259"
"20181024_195309","1.203","1.286","9.614","19.17735","72.94248"
"20181024_195309","1.194","2.096","10.606","19.17735","72.94248"
"20181024_195310","1.646","1.911","7.814","19.17733","72.94238"
"20181024_195310","0.339","0.247","10.017","19.17733","72.94238"
"20181024_195311","1.201","0.195","10.184","19.17732","72.94227"
"20181024_195311","0.451","-0.493","10.45","19.17732","72.94227"
"20181024_195312","-0.018","-0.16","10.141","19.17731","72.94217"
"20181024_195312","0.76","-0.552","10.534","19.17731","72.94217"
"20181024_195313","0.315","-0.943","10.378","19.17731","72.94209"
"20181024_195314","0.09","0.046","9.954","19.17731","72.94209"
"20181024_195314","0.425","0.891","9.789","19.1773","72.94203"
"20181024_195315","0.564","0.503","10.565","19.1773","72.94203"
"20181024_195315","0.669","0.956","9.325","19.1773","72.94199"
"20181024_195316","0.025","0.714","10.495","19.1773","72.94199"
"20181024_195316","0.205","0.082","10.821","19.1773","72.94193"
"20181024_195317","0.473","-0.605","10.213","19.1773","72.94193"
"20181024_195317","0.645","0.853","9.88","19.1773","72.9419"
"20181024_195318","0.847","0.415","10.117","19.1773","72.9419"
"20181024_195318","0.229","1.705","8.774","19.17731","72.94187"
"20181024_195319","1.079","1.612","10.431","19.17731","72.94187"
"20181024_195319","1.005","1.459","9.399","19.17731","72.94185"
"20181024_195320","0.358","1.033","11.068","19.17731","72.94185"
"20181024_195320","0.095","1.782","9.394","19.17731","72.94183"
"20181024_195321","0.356","1.878","9.231","19.17731","72.94183"
"20181024_195321","0.147","2.088","9.279","19.17731","72.9418"
"20181024_195322","0.116","1.902","9.588","19.17731","72.9418"
"20181024_195322","0.724","2.175","10.088","19.17732","72.94178"
"20181024_195323","0.538","2.163","9.796","19.17732","72.94178"
"20181024_195323","0.447","2.416","9.962","19.17732","72.94173"
"20181024_195324","0.535","2.409","10.165","19.17732","72.94173"
"20181024_195324","0.624","2.275","10.361","19.17732","72.94168"
"20181024_195325","0.533","2.297","9.995","19.17732","72.94168"
"20181024_195325","0.674","2.017","9.413","19.17733","72.94162"
"20181024_195326","0.581","2.072","9.126","19.17733","72.94162"
"20181024_195326","0.179","2.057","10.031","19.17735","72.94156"
"20181024_195327","0.004","1.973","9.954","19.17736","72.9415"
"20181024_195327","0.437","2.366","9.78","19.17736","72.9415"
"20181024_195328","0.056","1.126","11.044","19.17738","72.94142"
"20181024_195328","0.581","0.92","8.846","19.17738","72.94142"
"20181024_195329","0.566","0.59","10.67","19.1774","72.94134"
"20181024_195329","0.444","1.849","8.714","19.1774","72.94134"
"20181024_195330","0.322","1.394","10.433","19.17741","72.94127"
"20181024_195330","0.258","1.77","9.847","19.17741","72.94127"
"20181024_195331","-0.054","1.83","10.196","19.17743","72.94121"
"20181024_195331","0.205","1.782","9.796","19.17743","72.94121"
"20181024_195332","-0.123","1.93","9.602","19.17744","72.94114"
"20181024_195332","0.882","1.768","9.883","19.17744","72.94114"
"20181024_195333","0.408","1.712","10.565","19.17745","72.94106"
"20181024_195333","0.071","0.664","9.732","19.17745","72.94106"
"20181024_195334","0.241","0.908","9.655","19.17746","72.94099"
"20181024_195334","0.241","1.152","9.701","19.17746","72.94099"
"20181024_195335","0.763","0.946","10.615","19.17748","72.94094"
"20181024_195335","-1.471","-0.193","9.863","19.17748","72.94094"
"20181024_195336","0.126","1.708","9.279","19.17749","72.94088"
"20181024_195336","0.21","1.138","9.157","19.17749","72.94088"
"20181024_195337","0.334","2.067","9.619","19.17749","72.94082"
"20181024_195337","0.009","1.65","9.962","19.17749","72.94082"
"20181024_195338","0.641","1.818","9.38","19.1775","72.94076"
"20181024_195338","-0.056","1.504","9.219","19.1775","72.94076"
"20181024_195339","1.175","1.315","9.454","19.1775","72.9407"
"20181024_195339","0.765","1.768","8.702","19.1775","72.9407"
"20181024_195340","0.569","0.894","10.579","19.17751","72.94064"
"20181024_195340","1.06","0.791","10.11","19.17751","72.94064"
"20181024_195341","0.202","0.779","9.789","19.17752","72.94057"
"20181024_195341","0.071","0.925","9.66","19.17752","72.94057"
"20181024_195342","0.011","1.009","9.191","19.17752","72.9405"
"20181024_195342","-0.236","1.519","9.732","19.17752","72.9405"
"20181024_195343","0.435","1.456","9.353","19.17753","72.94044"
"20181024_195344","0.418","1.571","10.309","19.17753","72.94044"
"20181024_195344","-0.355","1.71","10.249","19.17752","72.94036"
"20181024_195345","-0.916","0.769","9.947","19.17752","72.94036"
"20181024_195345","-0.396","1.131","8.908","19.17753","72.94029"
"20181024_195346","-1.112","1.267","9.236","19.17753","72.94029"
"20181024_195346","-0.652","0.676","9.839","19.17752","72.94019"
"20181024_195347","-0.346","0.496","9.452","19.17752","72.94019"
"20181024_195347","-0.987","-0.342","9.859","19.17751","72.9401"
"20181024_195348","0.15","0.029","9.243","19.17751","72.9401"
"20181024_195348","0.428","0.068","11.135","19.1775","72.94003"
"20181024_195349","0.272","0.647","9.734","19.1775","72.94003"
"20181024_195349","0.179","0.436","9.748","19.17748","72.93996"
"20181024_195350","0.358","0.824","9.588","19.17748","72.93996"
"20181024_195350","0.583","0.8","9.66","19.17747","72.9399"
"20181024_195351","0.576","1.236","9.885","19.17747","72.9399"
"20181024_195351","0.234","0.867","9.435","19.17744","72.93983"
"20181024_195352","0.296","0.877","10.014","19.17744","72.93983"
"20181024_195352","0.207","0.982","8.76","19.17741","72.93977"
"20181024_195353","0.708","1.279","9.351","19.17741","72.93977"
"20181024_195353","0.222","0.523","10.292","19.17738","72.93971"
"20181024_195354","0.861","0.664","9.353","19.17738","72.93971"
"20181024_195354","0.909","0.946","9.406","19.17736","72.93965"
"20181024_195355","1.009","-0.445","9.049","19.17736","72.93965"
"20181024_195355","0.724","-0.272","9.533","19.17734","72.9396"
"20181024_195356","0.447","0.623","9.988","19.17734","72.9396"
"20181024_195356","0.617","1.152","9.164","19.17733","72.93956"
"20181024_195357","0.454","1.803","9.447","19.17732","72.93952"
"20181024_195357","0.205","1.961","9.054","19.17732","72.93952"
"20181024_195358","0.851","1.894","9.042","19.17731","72.93949"
"20181024_195358","0.777","1.03","9.37","19.17731","72.93949"
"20181024_195359","0.677","0.798","9.471","19.1773","72.93945"
"20181024_195359","0.463","1.48","9.751","19.1773","72.93945"
"20181024_195400","0.511","1.748","9.662","19.17728","72.93941"
"20181024_195400","0.72","1.633","9.796","19.17728","72.93941"
"20181024_195401","0.327","1.928","9.598","19.17727","72.93938"
"20181024_195401","0.169","1.147","8.618","19.17727","72.93938"
"20181024_195402","0.526","1.49","9.212","19.17725","72.93935"
"20181024_195402","0.231","1.358","9.114","19.17725","72.93935"
"20181024_195403","0.236","1.356","9.538","19.17724","72.93932"
"20181024_195403","0.286","1.617","10.041","19.17724","72.93932"
"20181024_195404","0.523","1.437","9.535","19.17722","72.93927"
"20181024_195404","0.842","1.056","9.897","19.17722","72.93927"
"20181024_195405","0.636","1.095","10.079","19.1772","72.93923"
"20181024_195405","-1.177","0.479","11.448","19.1772","72.93923"
"20181024_195406","-0.018","1.557","9.997","19.17718","72.93919"
"20181024_195406","0.384","2.033","10.318","19.17718","72.93919"
"20181024_195407","0.569","1.689","10.275","19.17717","72.93915"
"20181024_195407","0.734","1.514","10.041","19.17717","72.93915"
"20181024_195408","0.89","1.329","9.94","19.17714","72.93909"
"20181024_195408","0.155","0.918","9.274","19.17714","72.93909"
"20181024_195409","0.248","1.363","10.522","19.17712","72.93904"
"20181024_195409","0.942","0.678","9.425","19.17712","72.93904"
"20181024_195410","0.028","0.752","9.157","19.1771","72.939"
"20181024_195410","1.507","1.636","9.691","19.1771","72.939"
"20181024_195411","0.43","1.272","9.294","19.17708","72.93896"
"20181024_195411","0.827","0.537","9.82","19.17708","72.93896"
"20181024_195412","0.363","0.91","10.323","19.17707","72.93892"
"20181024_195412","0.38","0.247","9.806","19.17707","72.93892"
"20181024_195413","0.971","0.657","9.672","19.17705","72.93889"
"20181024_195414","0.413","1.023","10.23","19.17705","72.93889"
"20181024_195414","0.305","1.736","9.241","19.17704","72.93885"
"20181024_195415","-0.03","1.195","8.927","19.17704","72.93885"
"20181024_195415","-0.087","1.023","9.72","19.17703","72.93882"
"20181024_195416","0.066","1.066","9.684","19.17703","72.93882"
"20181024_195416","0.042","0.645","8.831","19.17701","72.93877"
"20181024_195417","0.617","0.985","9.674","19.17701","72.93877"
"20181024_195417","0.918","0.46","9.808","19.17699","72.93873"
"20181024_195418","0.794","0.673","9.598","19.17699","72.93873"
"20181024_195418","0.641","0.532","9.365","19.17696","72.9387"
"20181024_195419","0.909","0.515","9.459","19.17696","72.9387"
"20181024_195419","1.203","0.635","9.629","19.17693","72.93867"
"20181024_195420","0.918","0.525","9.902","19.17693","72.93867"
"20181024_195420","0.892","0.343","9.775","19.1769","72.93864"
"20181024_195421","0.784","0.348","9.837","19.1769","72.93864"
"20181024_195421","0.746","0.302","9.313","19.17687","72.93861"
"20181024_195422","0.717","0.259","9.806","19.17687","72.93861"
"20181024_195422","0.547","0.614","9.751","19.17684","72.93857"
"20181024_195423","0.231","0.312","9.622","19.17684","72.93857"
"20181024_195423","0.133","0.338","9.945","19.17681","72.93854"
"20181024_195424","0.078","0.616","9.789","19.17681","72.93854"
"20181024_195424","0.052","-0.138","10.086","19.17677","72.9385"
"20181024_195425","0.48","-0.129","10.182","19.17677","72.9385"
"20181024_195425","-0.111","-0.205","10.424","19.17674","72.93848"
"20181024_195426","0.169","0.147","10.199","19.17674","72.93848"
"20181024_195426","0.217","0.384","9.918","19.17671","72.93845"
"20181024_195427","0.339","0.472","9.741","19.17667","72.93843"
"20181024_195427","0.463","0.456","10.206","19.17667","72.93843"
"20181024_195428","0.356","0.424","9.983","19.17663","72.93841"
"20181024_195428","0.361","0.262","9.983","19.17663","72.93841"
"20181024_195429","0.542","0.336","10.122","19.1766","72.93838"
"20181024_195429","0.645","0.393","9.677","19.1766","72.93838"
"20181024_195430","0.396","0.19","9.013","19.17655","72.93835"
"20181024_195430","0.248","0.039","9.514","19.17655","72.93835"
"20181024_195431","0.274","-0.059","9.483","19.17651","72.93833"
"20181024_195431","0.624","-0.138","9.696","19.17651","72.93833"
"20181024_195432","0.914","-0.021","10.254","19.17646","72.9383"
"20181024_195432","0.282","-0.081","10.414","19.17646","72.9383"
"20181024_195433","0.784","0.096","10.383","19.17642","72.93828"
"20181024_195433","0.978","0.175","9.449","19.17642","72.93828"
"20181024_195434","0.461","0.254","9.99","19.17638","72.93825"
"20181024_195434","1.05","0.075","10.146","19.17638","72.93825"
"20181024_195435","0.873","-0.083","9.464","19.17634","72.93823"
"20181024_195435","0.246","0.264","9.337","19.17634","72.93823"
"20181024_195436","0.729","-0.33","9.43","19.1763","72.9382"
"20181024_195436","0.31","0.116","10.692","19.1763","72.9382"
"20181024_195437","0.389","-0.019","10.093","19.17627","72.93816"
"20181024_195437","0.2","-0.081","9.775","19.17627","72.93816"
"20181024_195438","0.241","-0.105","9.997","19.17624","72.93813"
"20181024_195440","0.131","-0.789","9.983","19.17624","72.93813"
"20181024_195440","0.143","-1.175","10.503","19.17624","72.93813"
"20181024_195441","0.26","-0.251","10.072","19.17621","72.9381"
"20181024_195441","0.195","0.001","10.565","19.17621","72.9381"
"20181024_195442","0.176","1.068","10.033","19.1762","72.93809"
"20181024_195442","0.495","0.372","9.377","19.1762","72.93809"
"20181024_195443","0.21","0.053","9.904","19.17619","72.93807"
"20181024_195443","0.835","0.386","9.756","19.17618","72.93805"
"20181024_195444","0.593","-0.337","9.562","19.17618","72.93805"
"20181024_195444","0.665","-0.016","10.021","19.17617","72.93804"
"20181024_195445","0.641","-0.229","9.997","19.17617","72.93804"
"20181024_195445","0.614","0.585","9.839","19.17616","72.93803"
"20181024_195446","0.667","1.035","9.499","19.17616","72.93803"
"20181024_195446","1.069","1.576","9.691","19.17615","72.93801"
"20181024_195447","0.811","1.212","9.722","19.17615","72.93801"
"20181024_195447","0.952","0.125","9.617","19.17615","72.938"
"20181024_195448","0.854","0.044","9.816","19.17615","72.938"
"20181024_195448","0.667","-0.461","9.935","19.17616","72.93799"
"20181024_195449","0.291","0.654","10.122","19.17616","72.93799"
"20181024_195449","0.068","-0.909","9.861","19.17616","72.93799"
"20181024_195450","0.521","0.515","9.804","19.17616","72.93799"
"20181024_195450","0.262","0.728","9.808","19.17616","72.93798"
"20181024_195451","0.282","0.453","9.818","19.17616","72.93798"
"20181024_195451","0.267","0.001","10.033","19.17617","72.93798"
"20181024_195452","0.384","-0.715","9.789","19.17617","72.93798"
"20181024_195452","0.411","0.865","9.959","19.17617","72.93798"
"20181024_195453","0.341","1.033","9.794","19.17617","72.93798"
"20181024_195453","0.444","1.004","9.732","19.17617","72.93798"
"20181024_195454","0.459","0.712","9.777","19.17617","72.93798"
"20181024_195454","0.794","2.005","10.048","19.17616","72.93798"
"20181024_195455","0.473","0.717","9.602","19.17616","72.93798"
"20181024_195455","0.708","0.441","9.77","19.17616","72.93799"
"20181024_195456","0.181","0.592","9.923","19.17616","72.93799"
"20181024_195456","0.219","1.021","9.674","19.17616","72.93799"
"20181024_195457","0.449","1.559","10.012","19.17616","72.93799"
"20181024_195457","0.365","1.207","9.672","19.17616","72.93798"
"20181024_195458","0.1","1.583","9.969","19.17616","72.93798"
"20181024_195458","0.392","0.894","10.024","19.17617","72.93798"
"20181024_195459","0.665","0.707","9.684","19.17617","72.93798"
"20181024_195459","0.27","1.238","9.504","19.17617","72.93798"
"20181024_195500","0.344","0.977","9.818","19.17617","72.93798"
"20181024_195500","0.181","1.016","9.806","19.17618","72.93797"
"20181024_195501","0.205","1.09","9.662","19.17618","72.93797"
"20181024_195501","0.167","1.76","9.715","19.17618","72.93797"
"20181024_195502","0.145","0.602","9.768","19.17618","72.93797"
"20181024_195502","0.234","1.231","9.792","19.17618","72.93797"
"20181024_195503","0.265","1.162","9.885","19.17618","72.93797"
